Hashtag,Cleaned Tweet Count,Scraped Date,Scraped Time,Hour Offset,Rank,Source
Sesko,110200.0,2025-08-03,03:00,18,35,World
Coquimbo,10000.0,2025-08-03,03:00,18,36,World
Lemina,10000.0,2025-08-03,03:00,18,37,World
wheeler,10000.0,2025-08-03,03:00,18,38,World
الدور الاول,10000.0,2025-08-03,03:00,18,39,World
Oaxaca,13200.0,2025-08-03,03:00,18,40,World
Newcastle,138400.0,2025-08-03,03:00,18,41,World
ワンタイム,10000.0,2025-08-03,03:00,18,42,World
Leclerc,118900.0,2025-08-03,03:00,18,43,World
LISA ILLUMINE PARIS,29700.0,2025-08-03,03:00,18,44,World
Tlacolula,10000.0,2025-08-03,03:00,18,45,World
Jack Smith,37900.0,2025-08-03,03:00,18,46,World
Skubal,10000.0,2025-08-03,03:00,18,47,World
Walker Buehler,10000.0,2025-08-03,03:00,18,48,World
الدور الثاني,10000.0,2025-08-03,03:00,18,49,World
Romana,10000.0,2025-08-03,03:00,18,50,World
#حمزه_نمره_مع_x_هاوس,10000.0,2025-08-03,02:00,19,1,World
#ضرب_الم,10000.0,2025-08-03,02:00,19,2,World
#اصاله_في_جرش,10000.0,2025-08-03,02:00,19,3,World
#تطبيق_نفحصها_لخدمه_السيارات٣,10000.0,2025-08-03,02:00,19,4,World
#صلوا_عليه_وسلموا_تسليما,10000.0,2025-08-03,02:00,19,5,World
Emily,34100.0,2025-08-03,02:00,19,6,World
Kayla McBride,10000.0,2025-08-03,02:00,19,7,World
Torreira,10000.0,2025-08-03,02:00,19,8,World
Dowell,10000.0,2025-08-03,02:00,19,9,World
THE PRINCE OF EMMALY,920100.0,2025-08-03,02:00,19,10,World
Galatasaray - Lazio,19600.0,2025-08-03,02:00,19,11,World
SECRET DEAL EP2,97300.0,2025-08-03,02:00,19,12,World
محمد نجيب,18600.0,2025-08-03,02:00,19,13,World
Ferrari,48700.0,2025-08-03,02:00,19,14,World
Motherwell,10000.0,2025-08-03,02:00,19,15,World
Lewis,74200.0,2025-08-03,02:00,19,16,World
ahmet kutucu,10000.0,2025-08-03,02:00,19,17,World
ワンタイム,10000.0,2025-08-03,02:00,19,18,World
günay,10000.0,2025-08-03,02:00,19,19,World
Tlacolula,10000.0,2025-08-03,02:00,19,20,World
Leclerc,115800.0,2025-08-03,02:00,19,21,World
Oaxaca,12400.0,2025-08-03,02:00,19,22,World
Kaan,10000.0,2025-08-03,02:00,19,23,World
Okan,10000.0,2025-08-03,02:00,19,24,World
Barletta,10000.0,2025-08-03,02:00,19,25,World
LISA ILLUMINE PARIS,23300.0,2025-08-03,02:00,19,26,World
Mehmet Türkmen,10000.0,2025-08-03,02:00,19,27,World
Carolana,11900.0,2025-08-03,02:00,19,28,World
carmona,10000.0,2025-08-03,02:00,19,29,World
Russell Martin,10000.0,2025-08-03,02:00,19,30,World
Murat Kosova,10000.0,2025-08-03,02:00,19,31,World
Gillie,10000.0,2025-08-03,02:00,19,32,World
Angel Gomes,10000.0,2025-08-03,02:00,19,33,World
raskin,10000.0,2025-08-03,02:00,19,34,World
PARIS ROCKS WITH JENNIE,10000.0,2025-08-03,02:00,19,35,World
Sane,43100.0,2025-08-03,02:00,19,36,World
Lynx,10000.0,2025-08-03,02:00,19,37,World
Sallai,10000.0,2025-08-03,02:00,19,38,World
Leipzig,62600.0,2025-08-03,02:00,19,39,World
Alcione,14400.0,2025-08-03,02:00,19,40,World
Pokémon,124100.0,2025-08-03,02:00,19,41,World
Hazırlık,10700.0,2025-08-03,02:00,19,42,World
Nuri Sahin,10000.0,2025-08-03,02:00,19,43,World
Washington Sundar,10000.0,2025-08-03,02:00,19,44,World
Bakola,10000.0,2025-08-03,02:00,19,45,World
Luka Doncic,22800.0,2025-08-03,02:00,19,46,World
Evyatar David,126300.0,2025-08-03,02:00,19,47,World
Abdülkerim,10000.0,2025-08-03,02:00,19,48,World
Iago,10000.0,2025-08-03,02:00,19,49,World
Spider-Man,222700.0,2025-08-03,02:00,19,50,World
#اصاله_في_جرش,10000.0,2025-08-03,01:00,20,1,World
#بازوكا_وصل_السعوديه,10000.0,2025-08-03,01:00,20,2,World
#حلقه_ضرب_المدمره_المصريه,10000.0,2025-08-03,01:00,20,3,World
#صلوا_عليه_وسلموا_تسليما,10000.0,2025-08-03,01:00,20,4,World
#بطاقات_تقسيط_تبوك_θ5359θ225θ,10000.0,2025-08-03,01:00,20,5,World
THE PRINCE OF EMMALY,854100.0,2025-08-03,01:00,20,6,World
Emily,32500.0,2025-08-03,01:00,20,7,World
Dowell,10000.0,2025-08-03,01:00,20,8,World
Motherwell,10000.0,2025-08-03,01:00,20,9,World
Ferrari,46700.0,2025-08-03,01:00,20,10,World
Lewis,70000.0,2025-08-03,01:00,20,11,World
Leclerc,111200.0,2025-08-03,01:00,20,12,World
SECRET DEAL EP2,86300.0,2025-08-03,01:00,20,13,World
Tlacolula,10000.0,2025-08-03,01:00,20,14,World
AB de Villiers,10000.0,2025-08-03,01:00,20,15,World
محمد نجيب,16300.0,2025-08-03,01:00,20,16,World
ワンタイム,10000.0,2025-08-03,01:00,20,17,World
Sara,57600.0,2025-08-03,01:00,20,18,World
Carolana,10200.0,2025-08-03,01:00,20,19,World
バニーの日,332100.0,2025-08-03,01:00,20,20,World
carmona,10000.0,2025-08-03,01:00,20,21,World
Russell Martin,10000.0,2025-08-03,01:00,20,22,World
Murat Kosova,10000.0,2025-08-03,01:00,20,23,World
Washington Sundar,10000.0,2025-08-03,01:00,20,24,World
CherryAI,10000.0,2025-08-03,01:00,20,25,World
異界入り,19600.0,2025-08-03,01:00,20,26,World
Gudelj,10000.0,2025-08-03,01:00,20,27,World
Crawley,10000.0,2025-08-03,01:00,20,28,World
Luka Doncic,20800.0,2025-08-03,01:00,20,29,World
Torreira,10000.0,2025-08-03,01:00,20,30,World
McLaren,29100.0,2025-08-03,01:00,20,31,World
PERTHSANTA FANSIGN INF2025,1000000.0,2025-08-03,01:00,20,32,World
Gillie,10000.0,2025-08-03,01:00,20,33,World
Pokémon,120200.0,2025-08-03,01:00,20,34,World
raskin,10000.0,2025-08-03,01:00,20,35,World
THE FIRST KNOCK OF LOLLA,14600.0,2025-08-03,01:00,20,36,World
Happy 3rd,10000.0,2025-08-03,01:00,20,37,World
Siraj,34200.0,2025-08-03,01:00,20,38,World
LISA ILLUMINE PARIS,10000.0,2025-08-03,01:00,20,39,World
Alcione,11500.0,2025-08-03,01:00,20,40,World
Kerem,50900.0,2025-08-03,01:00,20,41,World
dan heng,16900.0,2025-08-03,01:00,20,42,World
Alonso,31800.0,2025-08-03,01:00,20,43,World
PARIS ROCKS WITH JENNIE,10000.0,2025-08-03,01:00,20,44,World
Aston Martin,10000.0,2025-08-03,01:00,20,45,World
Spider-Man,222200.0,2025-08-03,01:00,20,46,World
Tom Holland,57000.0,2025-08-03,01:00,20,47,World
Mehmet Türkmen,10000.0,2025-08-03,01:00,20,48,World
Evyatar David,116800.0,2025-08-03,01:00,20,49,World
FLIP THE LOLLAPALOOZA STAGE,10000.0,2025-08-03,01:00,20,50,World
#حلقه_ضرب_المدمره_المصريه,10000.0,2025-08-03,00:00,21,1,World
#بازوكا_وصل_السعوديه,10000.0,2025-08-03,00:00,21,2,World
#تطبيق_نفحصها_لخدمه_السيارات٣,10000.0,2025-08-03,00:00,21,3,World
#رفع_اعلانك__ترند_057б𐌚179𐌚9,10000.0,2025-08-03,00:00,21,4,World
#اعلانك_معنا_ترند0ちち863θち79,10000.0,2025-08-03,00:00,21,5,World
Lewis,68100.0,2025-08-03,00:00,21,6,World
THE PRINCE OF EMMALY,735600.0,2025-08-03,00:00,21,7,World
Charles,152600.0,2025-08-03,00:00,21,8,World
Ferrari,44100.0,2025-08-03,00:00,21,9,World
SECRET DEAL EP2,66600.0,2025-08-03,00:00,21,10,World
Happy Birthday Emily,10000.0,2025-08-03,00:00,21,11,World
Washington Sundar,10000.0,2025-08-03,00:00,21,12,World
バニーの日,325900.0,2025-08-03,00:00,21,13,World
Carolana,10000.0,2025-08-03,00:00,21,14,World
異界入り,19100.0,2025-08-03,00:00,21,15,World
CherryAI,10000.0,2025-08-03,00:00,21,16,World
محمد نجيب,14000.0,2025-08-03,00:00,21,17,World
PERTHSANTA FANSIGN INF2025,973100.0,2025-08-03,00:00,21,18,World
McLaren,28300.0,2025-08-03,00:00,21,19,World
Alonso,31100.0,2025-08-03,00:00,21,20,World
Aston Martin,10000.0,2025-08-03,00:00,21,21,World
THE FIRST KNOCK OF LOLLA,12000.0,2025-08-03,00:00,21,22,World
花火大会,150400.0,2025-08-03,00:00,21,23,World
$MSIA,10000.0,2025-08-03,00:00,21,24,World
Dowell,10000.0,2025-08-03,00:00,21,25,World
Luka Doncic,18200.0,2025-08-03,00:00,21,26,World
dan heng,15800.0,2025-08-03,00:00,21,27,World
ルクレール,10000.0,2025-08-03,00:00,21,28,World
Kerem,52300.0,2025-08-03,00:00,21,29,World
TANWATRIN 1ST MEETING,60500.0,2025-08-03,00:00,21,30,World
Bortoleto,14100.0,2025-08-03,00:00,21,31,World
Happy 3rd,10000.0,2025-08-03,00:00,21,32,World
Motherwell,10000.0,2025-08-03,00:00,21,33,World
Pauline Ferrand,10000.0,2025-08-03,00:00,21,34,World
ふつうの軽音部,10000.0,2025-08-03,00:00,21,35,World
FREEDOM FOR ROSY,10000.0,2025-08-03,00:00,21,36,World
Pokémon,116500.0,2025-08-03,00:00,21,37,World
ケリュドラ,30300.0,2025-08-03,00:00,21,38,World
Alcione,10000.0,2025-08-03,00:00,21,39,World
Tom Holland,56300.0,2025-08-03,00:00,21,40,World
Ersan Şen,10000.0,2025-08-03,00:00,21,41,World
キュレネ,16300.0,2025-08-03,00:00,21,42,World
Spider-Man,220400.0,2025-08-03,00:00,21,43,World
NO ON CAROL,10000.0,2025-08-03,00:00,21,44,World
Full Time,63800.0,2025-08-03,00:00,21,45,World
Galatasaray - Lazio,11300.0,2025-08-03,00:00,21,46,World
MIKBRENT GMAzing WEDDING,10000.0,2025-08-03,00:00,21,47,World
Blake Snell,10000.0,2025-08-03,00:00,21,48,World
Hobbes,10000.0,2025-08-03,00:00,21,49,World
casado,32000.0,2025-08-03,00:00,21,50,World
#اغسطس_موسم_عسير,10000.0,2025-08-02,23:00,22,1,World
#الشيخ_نواف_السعود_الصباح,22200.0,2025-08-02,23:00,22,2,World
#اعلانك_معنا_ترند0ちち863θち79,10000.0,2025-08-02,23:00,22,3,World
#انقذو_معسر_بعمر52_مريض_احسان,10000.0,2025-08-02,23:00,22,4,World
#قبول_كلي_للدبلوم,35700.0,2025-08-02,23:00,22,5,World
Leclerc,97600.0,2025-08-02,23:00,22,6,World
Lewis,62700.0,2025-08-02,23:00,22,7,World
Ferrari,41200.0,2025-08-02,23:00,22,8,World
THE PRINCE OF EMMALY,633700.0,2025-08-02,23:00,22,9,World
バニーの日,317200.0,2025-08-02,23:00,22,10,World
Washington Sundar,10000.0,2025-08-02,23:00,22,11,World
異界入り,18200.0,2025-08-02,23:00,22,12,World
Aston Martin,10000.0,2025-08-02,23:00,22,13,World
SECRET DEAL EP2,44200.0,2025-08-02,23:00,22,14,World
McLaren,27200.0,2025-08-02,23:00,22,15,World
Alonso,30000.0,2025-08-02,23:00,22,16,World
$MSIA,10000.0,2025-08-02,23:00,22,17,World
PERTHSANTA FANSIGN INF2025,907800.0,2025-08-02,23:00,22,18,World
ルクレール,10000.0,2025-08-02,23:00,22,19,World
花火大会,147800.0,2025-08-02,23:00,22,20,World
THE FIRST KNOCK OF LOLLA,10000.0,2025-08-02,23:00,22,21,World
Ersan Şen,10000.0,2025-08-02,23:00,22,22,World
ケリュドラ,29600.0,2025-08-02,23:00,22,23,World
Bortoleto,13100.0,2025-08-02,23:00,22,24,World
TANWATRIN 1ST MEETING,52500.0,2025-08-02,23:00,22,25,World
Carolana,10000.0,2025-08-02,23:00,22,26,World
Pauline Ferrand,10000.0,2025-08-02,23:00,22,27,World
محمد نجيب,11400.0,2025-08-02,23:00,22,28,World
Happy Birthday Emily,10000.0,2025-08-02,23:00,22,29,World
Kerem,52500.0,2025-08-02,23:00,22,30,World
キュレネ,15900.0,2025-08-02,23:00,22,31,World
dan heng,14500.0,2025-08-02,23:00,22,32,World
ふつうの軽音部,10000.0,2025-08-02,23:00,22,33,World
Full Time,63900.0,2025-08-02,23:00,22,34,World
Luka Doncic,13300.0,2025-08-02,23:00,22,35,World
Tom Holland,54500.0,2025-08-02,23:00,22,36,World
FREEDOM FOR ROSY,10000.0,2025-08-02,23:00,22,37,World
穂乃果ちゃん,10000.0,2025-08-02,23:00,22,38,World
FAYE SHINE IN CANNES,123100.0,2025-08-02,23:00,22,39,World
Pokémon,113000.0,2025-08-02,23:00,22,40,World
MIKBRENT GMAGICAL DATE,535700.0,2025-08-02,23:00,22,41,World
長岡花火,59300.0,2025-08-02,23:00,22,42,World
わけほー,10000.0,2025-08-02,23:00,22,43,World
casado,30500.0,2025-08-02,23:00,22,44,World
Alcione,10000.0,2025-08-02,23:00,22,45,World
引き分け,10000.0,2025-08-02,23:00,22,46,World
Cyrene,20600.0,2025-08-02,23:00,22,47,World
#ShineEP1,137500.0,2025-08-02,23:00,22,48,World
#SixTONESANN,48700.0,2025-08-02,23:00,22,49,World
#TheNextPrinceFinalEP,645300.0,2025-08-02,23:00,22,50,World
Leclerc,84300.0,2025-08-02,22:00,23,1,World
#SixTONESANN,44700.0,2025-08-02,22:00,23,2,World
バニーの日,306000.0,2025-08-02,22:00,23,3,World
#TheNextPrinceFinalEP,517000.0,2025-08-02,22:00,23,4,World
THE PRINCE OF EMMALY,506300.0,2025-08-02,22:00,23,5,World
#ShineEP1,82700.0,2025-08-02,22:00,23,6,World
Hamilton,35100.0,2025-08-02,22:00,23,7,World
Ferrari,36300.0,2025-08-02,22:00,23,8,World
#HungarianGP,87800.0,2025-08-02,22:00,23,9,World
Aston Martin,10000.0,2025-08-02,22:00,23,10,World
異界入り,15700.0,2025-08-02,22:00,23,11,World
#يد_ال,10000.0,2025-08-02,22:00,23,12,World
ルクレール,10000.0,2025-08-02,22:00,23,13,World
Alonso,28600.0,2025-08-02,22:00,23,14,World
McLaren,26100.0,2025-08-02,22:00,23,15,World
花火大会,145600.0,2025-08-02,22:00,23,16,World
ケリュドラ,28900.0,2025-08-02,22:00,23,17,World
Bortoleto,11700.0,2025-08-02,22:00,23,18,World
Ersan Şen,10000.0,2025-08-02,22:00,23,19,World
PERTHSANTA FANSIGN INF2025,759100.0,2025-08-02,22:00,23,20,World
キュレネ,15400.0,2025-08-02,22:00,23,21,World
$MSIA,10000.0,2025-08-02,22:00,23,22,World
SECRET DEAL EP2,19900.0,2025-08-02,22:00,23,23,World
Pauline Ferrand,10000.0,2025-08-02,22:00,23,24,World
Kerem,49800.0,2025-08-02,22:00,23,25,World
dan heng,12900.0,2025-08-02,22:00,23,26,World
わけほー,10000.0,2025-08-02,22:00,23,27,World
長岡花火,56800.0,2025-08-02,22:00,23,28,World
TANWATRIN 1ST MEETING,36700.0,2025-08-02,22:00,23,29,World
ふつうの軽音部,10000.0,2025-08-02,22:00,23,30,World
引き分け,10000.0,2025-08-02,22:00,23,31,World
エリシア,10000.0,2025-08-02,22:00,23,32,World
セイレンス,17500.0,2025-08-02,22:00,23,33,World
محمد نجيب,10000.0,2025-08-02,22:00,23,34,World
TV100 Galatasaray,10000.0,2025-08-02,22:00,23,35,World
MIKBRENT GMAGICAL DATE,515100.0,2025-08-02,22:00,23,36,World
穂乃果ちゃん,10000.0,2025-08-02,22:00,23,37,World
FAYE SHINE IN CANNES,110900.0,2025-08-02,22:00,23,38,World
GoPay Pet,10000.0,2025-08-02,22:00,23,39,World
Stroll,10100.0,2025-08-02,22:00,23,40,World
フェルスタッペン,10000.0,2025-08-02,22:00,23,41,World
ボルトレート,10000.0,2025-08-02,22:00,23,42,World
レッドブル,10000.0,2025-08-02,22:00,23,43,World
FREEDOM FOR ROSY,10000.0,2025-08-02,22:00,23,44,World
Full Time,63600.0,2025-08-02,22:00,23,45,World
慎ちゃん,10000.0,2025-08-02,22:00,23,46,World
Tom Holland,48800.0,2025-08-02,22:00,23,47,World
オンパロス,10000.0,2025-08-02,22:00,23,48,World
花火の音,13800.0,2025-08-02,22:00,23,49,World
PONDPHUWIN WITH VASELINE,358500.0,2025-08-02,22:00,23,50,World
#IndvsEng,20500.0,2025-08-03,21:00,0,1,India
#StopReligiousConversion,21100.0,2025-08-03,21:00,0,2,India
Maulana Chhangur Case,20800.0,2025-08-03,21:00,0,3,India
Jago Hindu,20500.0,2025-08-03,21:00,0,4,India
Love Jihad,30100.0,2025-08-03,21:00,0,5,India
Harry Brook,10000.0,2025-08-03,21:00,0,6,India
#HungarianGP,122300.0,2025-08-03,21:00,0,7,India
Siraj,30800.0,2025-08-03,21:00,0,8,India
Ferrari,106100.0,2025-08-03,21:00,0,9,India
Norris,52600.0,2025-08-03,21:00,0,10,India
#RegulateOTT,10000.0,2025-08-03,21:00,0,11,India
#JoeRoot,10000.0,2025-08-03,21:00,0,12,India
JollyLLB3 Teaser Soon,10000.0,2025-08-03,21:00,0,13,India
Leclerc,183800.0,2025-08-03,21:00,0,14,India
Michael Jackson,23000.0,2025-08-03,21:00,0,15,India
UNSTOPPABLE HIBA NAWAB,17900.0,2025-08-03,21:00,0,16,India
Stop Digital Pollution,10000.0,2025-08-03,21:00,0,17,India
McLaren,54500.0,2025-08-03,21:00,0,18,India
Óscar,75600.0,2025-08-03,21:00,0,19,India
Prasidh Krishna,10000.0,2025-08-03,21:00,0,20,India
Russell,36100.0,2025-08-03,21:00,0,21,India
Bowlers,10000.0,2025-08-03,21:00,0,22,India
Match,299200.0,2025-08-03,21:00,0,23,India
Captaincy,10000.0,2025-08-03,21:00,0,24,India
Piastri,30200.0,2025-08-03,21:00,0,25,India
संसद रत्न,10000.0,2025-08-03,21:00,0,26,India
श्रीराम सेना,10000.0,2025-08-03,21:00,0,27,India
Verstappen,20900.0,2025-08-03,21:00,0,28,India
Tehseen Poonawalla,10000.0,2025-08-03,21:00,0,29,India
Ethanol,11300.0,2025-08-03,21:00,0,30,India
Pacers,10000.0,2025-08-03,21:00,0,31,India
Alonso,35300.0,2025-08-03,21:00,0,32,India
Lewis,95000.0,2025-08-03,21:00,0,33,India
Ambani,20000.0,2025-08-03,21:00,0,34,India
Hamilton,62700.0,2025-08-03,21:00,0,35,India
Vantara,19900.0,2025-08-03,21:00,0,36,India
सरयू नहर,10000.0,2025-08-03,21:00,0,37,India
WILLIAM AT SRISAMAN,138800.0,2025-08-03,21:00,0,38,India
Samosa,10000.0,2025-08-03,21:00,0,39,India
Sonny,27900.0,2025-08-03,21:00,0,40,India
सच्चा मित्र,10000.0,2025-08-03,21:00,0,41,India
Sanatan Dharma,10000.0,2025-08-03,21:00,0,42,India
Akashdeep,10500.0,2025-08-03,21:00,0,43,India
CISF,10000.0,2025-08-03,21:00,0,44,India
Pope,34000.0,2025-08-03,21:00,0,45,India
Thala,17500.0,2025-08-03,21:00,0,46,India
चित्रा त्रिपाठी,11800.0,2025-08-03,21:00,0,47,India
प्रियंका भारती,10000.0,2025-08-03,21:00,0,48,India
Happy Birthday Emily,16300.0,2025-08-03,21:00,0,49,India
Duckett,10000.0,2025-08-03,21:00,0,50,India
#StopReligiousConversion,10000.0,2025-08-03,20:00,1,1,India
Jago Hindu,10000.0,2025-08-03,20:00,1,2,India
Maulana Chhangur Case,10000.0,2025-08-03,20:00,1,3,India
Love Jihad,16800.0,2025-08-03,20:00,1,4,India
Brook,10000.0,2025-08-03,20:00,1,5,India
Siraj,29300.0,2025-08-03,20:00,1,6,India
#RegulateOTT,10000.0,2025-08-03,20:00,1,7,India
#FriendshipDay,41800.0,2025-08-03,20:00,1,8,India
#Agaram,10000.0,2025-08-03,20:00,1,9,India
#madhurielephant,10000.0,2025-08-03,20:00,1,10,India
Stop Digital Pollution,10000.0,2025-08-03,20:00,1,11,India
Norris,22300.0,2025-08-03,20:00,1,12,India
FirstKhaotung FS YBOOK10,40200.0,2025-08-03,20:00,1,13,India
Prasidh Krishna,10000.0,2025-08-03,20:00,1,14,India
Lando,28800.0,2025-08-03,20:00,1,15,India
Ambani,20000.0,2025-08-03,20:00,1,16,India
Tehseen Poonawalla,10000.0,2025-08-03,20:00,1,17,India
Charles,202000.0,2025-08-03,20:00,1,18,India
Vantara,19000.0,2025-08-03,20:00,1,19,India
सरयू नहर,10000.0,2025-08-03,20:00,1,20,India
संसद रत्न,10000.0,2025-08-03,20:00,1,21,India
Pope,32800.0,2025-08-03,20:00,1,22,India
Pacers,10000.0,2025-08-03,20:00,1,23,India
Alonso,41000.0,2025-08-03,20:00,1,24,India
Samose,10000.0,2025-08-03,20:00,1,25,India
McLaren,37100.0,2025-08-03,20:00,1,26,India
WILLIAM AT SRISAMAN,129800.0,2025-08-03,20:00,1,27,India
Sonny,25500.0,2025-08-03,20:00,1,28,India
Akashdeep,10100.0,2025-08-03,20:00,1,29,India
सच्चा मित्र,10000.0,2025-08-03,20:00,1,30,India
Hamilton,55600.0,2025-08-03,20:00,1,31,India
Thala,18600.0,2025-08-03,20:00,1,32,India
चित्रा त्रिपाठी,11700.0,2025-08-03,20:00,1,33,India
प्रियंका भारती,10000.0,2025-08-03,20:00,1,34,India
Duckett,10000.0,2025-08-03,20:00,1,35,India
Ferrari,66200.0,2025-08-03,20:00,1,36,India
CISF,10000.0,2025-08-03,20:00,1,37,India
मैथिलीशरण गुप्त,10000.0,2025-08-03,20:00,1,38,India
Emily,44700.0,2025-08-03,20:00,1,39,India
Ethanol,10400.0,2025-08-03,20:00,1,40,India
#ENGvIND,27800.0,2025-08-03,20:00,1,41,India
#AjithKumar,36500.0,2025-08-03,20:00,1,42,India
#SayNoToSlaughterhouseInMewat,10000.0,2025-08-03,20:00,1,43,India
#BBNaija,165900.0,2025-08-03,20:00,1,44,India
#AskStar,10000.0,2025-08-03,20:00,1,45,India
#AskLeo,10000.0,2025-08-03,20:00,1,46,India
#NSUI_मांगे_छात्रसंघ_चुनाव,10000.0,2025-08-03,20:00,1,47,India
#BoycottJio,10000.0,2025-08-03,20:00,1,48,India
#GoaJusticeSystemCollapses,10000.0,2025-08-03,20:00,1,49,India
#Prayagraj,10000.0,2025-08-03,20:00,1,50,India
#FriendshipDay,38800.0,2025-08-03,19:00,2,1,India
Brook,10000.0,2025-08-03,19:00,2,2,India
#madhurielephant,10000.0,2025-08-03,19:00,2,3,India
Siraj,27700.0,2025-08-03,19:00,2,4,India
#AgaramFoundation,10800.0,2025-08-03,19:00,2,5,India
#GoaJusticeSystemCollapses,10000.0,2025-08-03,19:00,2,6,India
FirstKhaotung FS YBOOK10,29300.0,2025-08-03,19:00,2,7,India
#AskLeo,10000.0,2025-08-03,19:00,2,8,India
Ambani,20700.0,2025-08-03,19:00,2,9,India
Pope,30600.0,2025-08-03,19:00,2,10,India
Vantara,18800.0,2025-08-03,19:00,2,11,India
सरयू नहर,10000.0,2025-08-03,19:00,2,12,India
संसद रत्न पुरस्कार,10000.0,2025-08-03,19:00,2,13,India
Prasidh Krishna,10000.0,2025-08-03,19:00,2,14,India
Samose,10000.0,2025-08-03,19:00,2,15,India
WILLIAM AT SRISAMAN,117800.0,2025-08-03,19:00,2,16,India
चित्रा त्रिपाठी,11600.0,2025-08-03,19:00,2,17,India
ALL TIME RECORD,30300.0,2025-08-03,19:00,2,18,India
सच्चा मित्र,10000.0,2025-08-03,19:00,2,19,India
Duckett,10000.0,2025-08-03,19:00,2,20,India
प्रियंका भारती,10000.0,2025-08-03,19:00,2,21,India
मैथिलीशरण गुप्त,10000.0,2025-08-03,19:00,2,22,India
Emily,46300.0,2025-08-03,19:00,2,23,India
Ethanol,10000.0,2025-08-03,19:00,2,24,India
श्री बालाजी महाराज,10000.0,2025-08-03,19:00,2,25,India
Rajiv,10000.0,2025-08-03,19:00,2,26,India
न्यूज़ चैनल,10000.0,2025-08-03,19:00,2,27,India
Made in India,12000.0,2025-08-03,19:00,2,28,India
#gonda,10000.0,2025-08-03,19:00,2,29,India
#BoycottJio,10000.0,2025-08-03,19:00,2,30,India
#Prayagraj,10000.0,2025-08-03,19:00,2,31,India
#15YearsOfVidhai,10000.0,2025-08-03,19:00,2,32,India
#AjithKumar,32700.0,2025-08-03,19:00,2,33,India
#infinitymedicalclinicxWilliam,119900.0,2025-08-03,19:00,2,34,India
#CopaAmericaFEM,42200.0,2025-08-03,19:00,2,35,India
#मित्रता_दिवस,10000.0,2025-08-03,19:00,2,36,India
#KCONLA2025,249300.0,2025-08-03,19:00,2,37,India
#BBNaija,169200.0,2025-08-03,19:00,2,38,India
#गोंडा,10000.0,2025-08-03,19:00,2,39,India
#Myntra,10000.0,2025-08-03,19:00,2,40,India
#sundayvibes,10000.0,2025-08-03,19:00,2,41,India
#NitinGadkari,10000.0,2025-08-03,19:00,2,42,India
#BBNajia,16400.0,2025-08-03,19:00,2,43,India
#War2Celebrations,22300.0,2025-08-03,19:00,2,44,India
#Hamas,16500.0,2025-08-03,19:00,2,45,India
#BLACKPINK_DEADLINE,124900.0,2025-08-03,19:00,2,46,India
#RoadAccident,10000.0,2025-08-03,19:00,2,47,India
#TejashwiYadav,10000.0,2025-08-03,19:00,2,48,India
#staraikelungal,10000.0,2025-08-03,19:00,2,49,India
#neetpg2025,10000.0,2025-08-03,19:00,2,50,India
#FriendshipDay2025,14100.0,2025-08-03,18:00,3,1,India
#GoaJusticeSystemCollapses,10000.0,2025-08-03,18:00,3,2,India
Brook,10000.0,2025-08-03,18:00,3,3,India
Siraj,26000.0,2025-08-03,18:00,3,4,India
#AgaramFoundation,10000.0,2025-08-03,18:00,3,5,India
Pope,29900.0,2025-08-03,18:00,3,6,India
#AskLeo,10000.0,2025-08-03,18:00,3,7,India
सरयू नहर,10000.0,2025-08-03,18:00,3,8,India
#infinitymedicalclinicxWilliam,103900.0,2025-08-03,18:00,3,9,India
WILLIAM AT SRISAMAN,101900.0,2025-08-03,18:00,3,10,India
संसद रत्न,10000.0,2025-08-03,18:00,3,11,India
Duckett,10000.0,2025-08-03,18:00,3,12,India
सच्चा मित्र,10000.0,2025-08-03,18:00,3,13,India
Samosa,10000.0,2025-08-03,18:00,3,14,India
Ambani,20400.0,2025-08-03,18:00,3,15,India
ALL TIME RECORD,29400.0,2025-08-03,18:00,3,16,India
चित्रा त्रिपाठी,11400.0,2025-08-03,18:00,3,17,India
Prasidh Krishna,10000.0,2025-08-03,18:00,3,18,India
Vantara,16900.0,2025-08-03,18:00,3,19,India
मैथिलीशरण गुप्त,10000.0,2025-08-03,18:00,3,20,India
प्रियंका भारती,10000.0,2025-08-03,18:00,3,21,India
Emily,44700.0,2025-08-03,18:00,3,22,India
Ethanol,10000.0,2025-08-03,18:00,3,23,India
श्री बालाजी महाराज,10000.0,2025-08-03,18:00,3,24,India
Rajiv,10000.0,2025-08-03,18:00,3,25,India
न्यूज़ चैनल,10000.0,2025-08-03,18:00,3,26,India
Made in India,11400.0,2025-08-03,18:00,3,27,India
पद्म भूषण,10000.0,2025-08-03,18:00,3,28,India
#gonda,10000.0,2025-08-03,18:00,3,29,India
#मित्रता_दिवस,10000.0,2025-08-03,18:00,3,30,India
#bringbackmadhuri,10100.0,2025-08-03,18:00,3,31,India
#CopaAmericaFEM,41500.0,2025-08-03,18:00,3,32,India
#KCONLA2025,242500.0,2025-08-03,18:00,3,33,India
#15YearsOfVidhai,10000.0,2025-08-03,18:00,3,34,India
#Prayagraj,10000.0,2025-08-03,18:00,3,35,India
#Myntra,10000.0,2025-08-03,18:00,3,36,India
#गोंडा,10000.0,2025-08-03,18:00,3,37,India
#BBNajia,15200.0,2025-08-03,18:00,3,38,India
#staraikelungal,10000.0,2025-08-03,18:00,3,39,India
